codigo_ibge,ano,investimentoPrestador,investimentoMunicipio,investimentoEstado
2608701,2017,12189.89,0.0,6005.63
2608701,2018,19203.38,,29254.94
2608701,2019,176379.95,,0.0
2608701,2020,26781.75,0.0,0.0
2608701,2021,30737.38,0.0,0.0
2608701,2022,950034.16,0.0,0.0
2608750,2015,18927.01,0.0,0.0
2608750,2016,69898.35,0.0,0.0
2608750,2017,17906.29,0.0,0.0
2608750,2018,98553.16,0.0,0.0
2608750,2019,1234546.03,74500.0,2850000.0
2608750,2020,1598768.7,120842.64,0.0
2608750,2021,430277.45,0.0,0.0
2608750,2022,1638511.43,0.0,0.0
2608800,2015,264990.39,,0.0
2608800,2016,483650.62,,4968.08
2608800,2017,677956.52,0.0,2839.77
2608800,2018,391458.97,,0.0
2608800,2019,860272.12,,0.0
2608800,2020,898197.76,,0.0
2608800,2021,483529.99,0.0,0.0
2608800,2022,5724674.7,2366633.54,0.0
2608909,2015,307351.43,,0.0
2608909,2016,306805.94,,14904.25
2608909,2017,2042262.81,0.0,8519.32
2608909,2018,966498.6,,0.0
2608909,2019,237044.62,,0.0
2608909,2020,244384.19,,0.0
2608909,2021,279220.26,0.0,0.0
2608909,2022,669237.27,,
2609006,2015,88542.27,,0.0
2609006,2016,64412.61,,0.0
2609006,2017,21364.51,0.0,0.0
2609006,2018,33635.53,,0.0
2609006,2019,149284.75,,0.0
2609006,2020,102305.22,,0.0
2609006,2021,67993.35,0.0,0.0
2609006,2022,314794.45,,
2609105,2015,207790.49,,0.0
2609105,2016,47243.06,,0.0
2609105,2017,11327.29,0.0,0.0
2609105,2018,17195.63,,0.0
2609105,2019,3949.61,,0.0
2609105,2020,181987.83,,0.0
2609105,2021,184231.03,0.0,0.0
2609105,2022,104742.73,,
2609154,2015,7515.22,,0.0
2609154,2016,12123.15,,0.0
2609154,2017,8272.66,0.0,0.0
2609154,2018,14953.85,,0.0
2609154,2019,30195.94,,0.0
2609154,2020,22821.89,,0.0
2609154,2021,117008.39,0.0,0.0
2609154,2022,183810.14,,
2609204,2015,33798.75,,0.0
2609204,2016,6213.93,,1810638.63
2609204,2017,4686.61,0.0,32123.21
2609204,2018,7221.16,,919.11
2609204,2019,44793.75,,0.0
2609204,2020,10238.76,,0.0
2609204,2021,11392.06,0.0,0.0
2609204,2022,71076.74,,
2609303,2015,13448.05,,0.0
2609303,2016,26066.99,,0.0
2609303,2017,22783.48,0.0,0.0
2609303,2018,23064.28,,0.0
2609303,2019,29794.66,,0.0
2609303,2020,37429.83,0.0,0.0
2609303,2021,40561.89,0.0,0.0
2609303,2022,124886.63,0.0,0.0
2609402,2015,7195626.22,,413930.65
2609402,2016,3255117.93,,0.0
2609402,2017,2896968.02,0.0,0.0
2609402,2018,1282361.79,,0.0
2609402,2019,2866708.09,,0.0
2609402,2020,2564149.04,,0.0
2609402,2021,2756067.37,0.0,0.0
2609402,2022,3662249.07,,
2609501,2015,327407.51,,0.0
2609501,2016,280080.22,,0.0
2609501,2017,174858.31,0.0,0.0
2609501,2018,137729.37,,0.0
2609501,2019,220660.15,,0.0
2609501,2020,207517.13,,0.0
2609501,2021,345443.58,0.0,0.0
2609501,2022,350572.0,,
2609600,2015,20313576.07,,0.0
2609600,2016,26726052.31,,177426.52
2609600,2017,51133619.6,0.0,245341.19
2609600,2018,66646376.5,,0.0
2609600,2019,67477813.46,,0.0
2609600,2020,31000426.73,,0.0
2609600,2021,28395724.94,0.0,0.0
2609600,2022,57451450.86,,
2609709,2015,7641.22,,0.0
2609709,2016,10719.25,380488.77,0.0
2609709,2017,103957.13,161914.3,0.0
2609709,2018,11647.88,13244.0,0.0
2609709,2019,967298.47,,0.0
2609709,2020,15888.23,541845.33,0.0
2609709,2021,856478.68,0.0,0.0
2609709,2022,2892547.84,26000.0,0.0
2609808,2015,37002.66,,0.0
2609808,2016,11197.82,162800.0,0.0
2609808,2017,7756.51,0.0,0.0
2609808,2018,12043.66,,0.0
2609808,2019,230775.3,,0.0
2609808,2020,17668.61,54000.0,0.0
2609808,2021,18849.62,0.0,0.0
2609808,2022,107718.28,,
2609907,2015,3284798.19,,0.0
2609907,2016,1525293.32,,4968.08
2609907,2017,120181.14,0.0,2839.77
2609907,2018,117460.66,,0.0
2609907,2019,278676.86,,0.0
2609907,2020,167559.94,,0.0
2609907,2021,3271544.2,0.0,0.0
2609907,2022,10914053.52,,
2610004,2015,48488.5,0.0,0.0
2610004,2016,17912.65,0.0,0.0
2610004,2017,269003.78,0.0,0.0
2610004,2018,227794.34,0.0,0.0
2610004,2019,36287.59,0.0,0.0
2610004,2020,326567.69,0.0,0.0
2610004,2021,31734.18,0.0,0.0
2610004,2022,52800.0,0.0,0.0
2610103,2015,540537.03,,0.0
2610103,2016,12170.38,,0.0
2610103,2017,95679.45,0.0,0.0
2610103,2018,10163.89,,0.0
2610103,2019,18140.82,,0.0
2610103,2020,13902.18,,0.0
2610103,2021,15187.65,0.0,0.0
2610103,2022,97338.2,,
2610202,2015,56900.09,0.0,0.0
2610202,2016,1681813.44,0.0,0.0
2610202,2017,1501291.03,0.0,0.0
2610202,2018,388759.03,,0.0
2610202,2019,13532.5,20000.0,0.0
2610202,2020,37754.25,20000.0,0.0
2610202,2021,43995.72,30000.0,0.0
2610202,2022,2909113.17,40000.0,
2610301,2015,1335.79,,0.0
2610301,2016,1388.26,,0.0
2610301,2017,33797.8,0.0,0.0
2610301,2018,4225.35,,0.0
2610301,2019,26639.98,,0.0
2610301,2020,1682.37,,0.0
2610301,2021,12747.18,0.0,0.0
2610301,2022,93098.42,,
2610400,2015,5635849.92,,0.0
2610400,2016,30890.62,,0.0
2610400,2017,21914.36,0.0,0.0
2610400,2018,1312030.38,,0.0
2610400,2019,93013.92,,0.0
2610400,2020,38107.24,,0.0
2610400,2021,41926.06,0.0,0.0
2610400,2022,304626.57,,
2610509,2015,20601.75,,0.0
2610509,2016,14785.36,,84457.38
2610509,2017,0.0,0.0,48276.15
2610509,2018,17814.5,,0.0
2610509,2019,37510.41,,0.0
2610509,2020,33339.67,,0.0
2610509,2021,39750.17,0.0,0.0
2610509,2022,281518.83,0.0,0.0
2610608,2015,342744.83,,0.0
2610608,2016,806142.76,,0.0
2610608,2017,809209.06,0.0,0.0
2610608,2018,1016458.93,,0.0
2610608,2019,2764206.67,,0.0
2610608,2020,813369.43,,0.0
2610608,2021,1081728.33,0.0,0.0
2610608,2022,942171.67,,
2610707,2015,23927521.96,,0.0
2610707,2016,35460974.49,,812086.18
2610707,2017,15019903.01,0.0,0.0
2610707,2018,12943280.35,,0.0
2610707,2019,13513429.53,,0.0
2610707,2020,8440206.45,,0.0
2610707,2021,16444842.71,0.0,0.0
2610707,2022,53059035.79,,2837813.27
2610806,2015,1737566.52,,0.0
2610806,2016,240188.72,,39744.65
2610806,2017,1826169.16,0.0,22718.19
2610806,2018,619717.19,,0.0
2610806,2019,246666.56,,0.0
2610806,2020,323219.14,,0.0
2610806,2021,592913.22,0.0,0.0
2610806,2022,3152446.16,,
2610905,2015,7828595.58,,1425622.83
2610905,2016,6587038.61,867836.3,4902253.51
2610905,2017,9738799.56,327949.82,31237.51
2610905,2018,9115745.08,,0.0
2610905,2019,5112929.72,,0.0
2610905,2020,10437575.18,0.0,0.0
2610905,2021,4381437.29,700000.0,0.0
2610905,2022,8375460.67,4513106.02,0.0
2611002,2015,52195.85,,0.0
2611002,2016,420844.16,0.0,1740105.93
2611002,2017,1553862.65,0.0,0.0
2611002,2018,534876.99,,0.0
2611002,2019,182387.23,,0.0
2611002,2020,130388.28,,0.0
2611002,2021,1237502.27,0.0,0.0
2611002,2022,1955060.28,93441.48,0.0
2611101,2015,9327227.29,,0.0
2611101,2016,2650407.36,,4968.08
2611101,2017,2132662.41,0.0,2839.77
2611101,2018,4126656.49,,0.0
2611101,2019,2842021.11,,0.0
2611101,2020,2825918.59,,0.0
2611101,2021,6536035.34,0.0,0.0
2611101,2022,9614472.59,,
2611200,2015,0.0,,0.0
2611200,2016,88907.24,534672.31,0.0
2611200,2017,165088.95,550000.0,0.0
2611200,2018,88895.04,550000.0,0.0
2611200,2019,43743.45,550000.0,0.0
2611200,2020,101233.83,600000.0,0.0
2611200,2021,234311.43,600000.0,0.0
2611200,2022,1605167.58,700000.0,
2611309,2015,104409.74,,0.0
2611309,2016,34550.06,,0.0
2611309,2017,34512.02,0.0,0.0
2611309,2018,40952.7,,0.0
2611309,2019,961.79,,0.0
2611309,2020,58452.2,,0.0
2611309,2021,62808.35,0.0,0.0
2611309,2022,1063564.8,,
2611408,2015,350250.32,,0.0
2611408,2016,66740.82,,0.0
2611408,2017,25656.48,0.0,0.0
2611408,2018,10309.12,,0.0
2611408,2019,0.52,,0.0
2611408,2020,12918.26,,0.0
2611408,2021,13444.15,0.0,0.0
2611408,2022,205914.81,,
2611507,2015,234806.76,,0.0
2611507,2016,167412.17,,24840.41
2611507,2017,1481280.87,0.0,0.0
2611507,2018,165777.8,,0.0
2611507,2019,274651.23,,0.0
2611507,2020,151434.06,0.0,0.0
2611507,2021,185708.02,0.0,0.0
2611507,2022,155870.21,0.0,0.0
2611533,2015,4621.64,,0.0
2611533,2016,8075.72,,0.0
2611533,2017,16642.7,0.0,14198.87
2611533,2018,44588.71,0.0,0.0
2611533,2019,21973.18,0.0,0.0
2611533,2020,19741.8,0.0,0.0
2611533,2021,22190.94,0.0,0.0
2611533,2022,126104.27,0.0,0.0
2611606,2015,158063281.76,,0.0
2611606,2016,120408652.58,,722193.26
2611606,2017,140150885.16,0.0,998631.81
2611606,2018,150332370.77,,0.0
2611606,2019,149339100.25,,0.0
2611606,2020,169474426.35,,0.0
2611606,2021,207095829.97,0.0,0.0
2611606,2022,222023138.95,,
2611705,2015,116889.34,,0.0
2611705,2016,7856.01,,89425.46
2611705,2017,65742.56,0.0,51115.93
2611705,2018,13494.42,0.0,0.0
2611705,2019,417730.38,0.0,0.0
2611705,2020,20801.11,0.0,0.0
2611705,2021,28409.42,0.0,221540.0
2611705,2022,172390.06,60001.9,0.0
2611804,2015,42199.85,,0.0
2611804,2016,65368.93,,122628.94
2611804,2017,0.0,0.0,4569.77
2611804,2018,50472.53,,0.0
2611804,2019,94500.0,,0.0
2611804,2020,69819.04,,0.0
2611804,2021,76761.6,0.0,0.0
2611804,2022,1548726.08,,
2611903,2015,17122.17,,0.0
2611903,2016,20540.73,,0.0
2611903,2017,43606.31,0.0,0.0
2611903,2018,22448.89,,0.0
2611903,2019,67870.03,,0.0
2611903,2020,30970.42,,0.0
2611903,2021,104337.96,0.0,0.0
2611903,2022,553355.51,,
2612000,2015,128623.31,,0.0
2612000,2016,12287.1,,0.0
2612000,2017,681301.08,0.0,0.0
2612000,2018,1150744.02,0.0,0.0
2612000,2019,759367.78,,0.0
2612000,2020,602978.74,,0.0
2612000,2021,333822.1,0.0,0.0
2612000,2022,108647.65,,
2612109,2015,4105.59,,0.0
2612109,2016,2870.4,,9936.17
2612109,2017,11503.69,0.0,5679.55
2612109,2018,3146.93,,0.0
2612109,2019,2742.16,,0.0
2612109,2020,5989.95,,0.0
2612109,2021,7174.12,0.0,0.0
2612109,2022,50541.88,,
2612208,2015,4850497.54,,0.0
2612208,2016,1489373.12,,4968.08
2612208,2017,3557758.82,0.0,2839.77
2612208,2018,3279635.09,,0.0
2612208,2019,518941.04,,0.0
2612208,2020,260756.03,,0.0
2612208,2021,7298273.55,0.0,0.0
2612208,2022,2369349.94,,
2612307,2015,111144.08,,0.0
2612307,2016,354174.51,,0.0
2612307,2017,30295.23,0.0,0.0
2612307,2018,7364.28,,0.0
2612307,2019,961.09,,0.0
2612307,2020,7900.46,,0.0
2612307,2021,9058.51,0.0,0.0
2612307,2022,111722.0,0.0,0.0
2612406,2015,4003407.41,,1425622.83
2612406,2016,11197460.59,,1706108.26
2612406,2017,16720550.12,0.0,173404.07
2612406,2018,15112131.14,,0.0
2612406,2019,12373548.82,,0.0
2612406,2020,5436055.15,,0.0
2612406,2021,8191418.39,0.0,0.0
2612406,2022,9397778.7,,
2612455,2015,185.11,,0.0
2612455,2016,1252.88,470000.0,540000.0
2612455,2017,334.07,830000.0,0.0
2612455,2018,5789.62,1100000.0,0.0
2612455,2019,50372.06,,0.0
2612455,2020,24124.23,0.0,0.0
2612455,2021,26290.19,0.0,0.0
2612455,2022,178922.67,,
2612471,2015,135.97,,0.0
2612471,2016,140.73,,0.0
2612471,2017,0.0,0.0,0.0
2612471,2018,157.24,,0.0
2612471,2019,0.0,,0.0
2612471,2020,0.0,,0.0
2612471,2021,110.45,0.0,0.0
2612471,2022,118938.62,,
2612505,2015,888479.61,,0.0
2612505,2016,1435763.35,4344162.52,52900878.38
2612505,2017,4661781.12,7614214.82,63471687.12
2612505,2018,46764027.84,13148466.91,76155799.8
2612505,2019,99561626.32,6532316.05,91386958.8
2612505,2020,33749477.51,,0.0
2612505,2021,11681726.0,0.0,0.0
2612505,2022,23326337.42,,
2612554,2015,4915.35,0.0,0.0
2612554,2016,8428.49,0.0,9936.17
2612554,2017,12630.33,0.0,5679.55
2612554,2018,11953.64,,0.0
2612554,2019,128785.94,720000.0,300000.0
2612554,2020,19012.19,0.0,0.0
2612554,2021,20960.35,0.0,0.0
2612554,2022,169242.14,0.0,0.0
2612604,2015,782642.47,,0.0
2612604,2016,33144.78,,0.0
2612604,2017,22513.5,0.0,0.0
2612604,2018,34750.36,,0.0
2612604,2019,25717.68,,0.0
2612604,2020,219266.4,0.0,0.0
2612604,2021,125510.06,0.0,0.0
2612604,2022,539487.47,0.0,0.0
2612703,2015,54993.44,,0.0
2612703,2016,3882.96,,0.0
2612703,2017,2602.18,0.0,0.0
2612703,2018,8020.66,,0.0
2612703,2019,45778.01,,0.0
2612703,2020,100531.1,,0.0
2612703,2021,51083.54,0.0,0.0
2612703,2022,1223455.41,,2421923.11
2612802,2015,9874.34,,0.0
2612802,2016,15639.54,,9936.17
2612802,2017,2967.64,0.0,5103823.47
2612802,2018,53504.9,,0.0
2612802,2019,75130.61,,0.0
2612802,2020,27622.51,0.0,0.0
2612802,2021,29989.47,0.0,0.0
2612802,2022,91738.05,0.0,0.0
2612901,2015,7291.69,,0.0
2612901,2016,8688.15,0.0,0.0
2612901,2017,240239.25,0.0,0.0
2612901,2018,28609.95,,0.0
2612901,2019,0.0,,0.0
2612901,2020,14146.52,,0.0
2612901,2021,15757.83,0.0,0.0
2612901,2022,909741.7,,
2613008,2015,28369.72,,1516313.2
2613008,2016,57242.49,207000.0,4211340.4
2613008,2017,2598810.37,0.0,11359.09
2613008,2018,232384.7,0.0,97376.47
2613008,2019,3059958.54,0.0,0.0
2613008,2020,3422875.67,,0.0
2613008,2021,1695922.88,27014.0,0.0
2613008,2022,8466971.73,29715.4,0.0
2613107,2015,2417860.23,,0.0
2613107,2016,2386468.09,,4968.08
2613107,2017,3241808.99,0.0,2839.77
2613107,2018,4307348.57,350000.0,0.0
2613107,2019,2539844.58,350000.0,0.0
2613107,2020,1813699.61,,0.0
2613107,2021,1705296.18,0.0,0.0
2613107,2022,6673802.24,,
2613206,2015,134277.31,,0.0
2613206,2016,30537.46,,0.0
2613206,2017,24135.03,0.0,0.0
2613206,2018,34305.85,,0.0
2613206,2019,58244.66,,0.0
2613206,2020,45849.74,,0.0
2613206,2021,51682.63,0.0,0.0
2613206,2022,228977.64,,
2613305,2015,357656.83,,0.0
2613305,2016,1620965.46,0.0,0.0
2613305,2017,1230451.05,0.0,0.0
2613305,2018,98125.66,,0.0
2613305,2019,46328.32,0.0,0.0
2613305,2020,49247.68,0.0,0.0
2613305,2021,55014.68,0.0,0.0
2613305,2022,196987.39,,
2613404,2015,70700.91,,0.0
2613404,2016,51161.37,,0.0
2613404,2017,40647.66,0.0,0.0
2613404,2018,169920.9,,0.0
2613404,2019,172568.19,,0.0
2613404,2020,39311.04,,0.0
2613404,2021,883925.37,0.0,0.0
2613404,2022,1135572.94,,
2613503,2015,29779.97,227616.0,0.0
2613503,2016,43366.72,227616.0,0.0
2613503,2017,53540.28,0.0,0.0
2613503,2018,78789.61,,0.0
2613503,2019,89900.51,600000.0,0.0
2613503,2020,163042.96,600000.0,0.0
2613503,2021,62111.53,0.0,0.0
2613503,2022,291690.02,2300000.0,2062593.11
2613602,2015,50281.51,32200.0,0.0
2613602,2016,65062.55,,14904.25
2613602,2017,1077924.51,0.0,51919.4
2613602,2018,409097.57,,0.0
2613602,2019,15703.89,0.0,0.0
2613602,2020,92423.6,,0.0
2613602,2021,155818.1,0.0,0.0
2613602,2022,1094450.55,0.0,0.0
2613701,2015,22342754.98,,0.0
2613701,2016,24620350.07,,0.0
2613701,2017,30438248.94,0.0,0.0
2613701,2018,18060877.06,,0.0
2613701,2019,17328410.62,,0.0
2613701,2020,6777388.71,,0.0
2613701,2021,7045403.86,0.0,0.0
2613701,2022,9468672.58,,
2613800,2015,327715.06,,0.0
2613800,2016,41293.82,,0.0
2613800,2017,267663.31,0.0,0.0
2613800,2018,19687.86,,0.0
2613800,2019,260342.59,,0.0
2613800,2020,21608.53,238820.0,0.0
2613800,2021,24140.55,0.0,0.0
2613800,2022,444877.97,6600.0,
2613909,2015,244229.72,935000.0,0.0
2613909,2016,265452.19,1055000.0,39744.65
2613909,2017,71620.31,1107750.0,22718.19
2613909,2018,204889.14,1263136.0,0.0
2613909,2019,157615.46,1326293.0,0.0
2613909,2020,1812764.59,1339556.0,0.0
2613909,2021,2387587.58,1366348.0,0.0
2613909,2022,9897840.96,1250077.26,0.0
2614006,2015,9916.63,,0.0
2614006,2016,14416.79,,0.0
2614006,2017,1690.58,0.0,0.0
2614006,2018,18085.5,0.0,0.0
2614006,2019,252713.97,0.0,0.0
2614006,2020,26614.09,0.0,0.0
2614006,2021,1962229.14,0.0,0.0
2614006,2022,8778331.02,10110.32,0.0
2614105,2015,51752.62,,0.0
2614105,2016,2345126.68,,64585.06
2614105,2017,51029615.86,0.0,36917.06
2614105,2018,7059395.65,0.0,0.0
2614105,2019,2831156.02,0.0,0.0
2614105,2020,1408470.71,0.0,0.0
2614105,2021,2518689.05,0.0,0.0
2614105,2022,2901169.05,0.0,0.0
2614204,2015,260081.39,,0.0
2614204,2016,206651.1,,111196.37
2614204,2017,2975666.37,0.0,4143.74
2614204,2018,5688522.92,,108782.36
2614204,2019,365201.86,,0.0
2614204,2020,446863.7,,0.0
2614204,2021,522115.64,0.0,0.0
2614204,2022,1237252.22,,
2614303,2015,6071.72,,0.0
2614303,2016,9465.42,,0.0
2614303,2017,5624.79,0.0,0.0
2614303,2018,11322.66,,0.0
2614303,2019,34907.02,10000.0,0.0
2614303,2020,18035.41,,0.0
2614303,2021,19097.59,0.0,0.0
2614303,2022,662234.71,0.0,
2614402,2015,2375.37,,0.0
2614402,2016,12357.03,,0.0
2614402,2017,2567.37,0.0,0.0
2614402,2018,6992.2,0.0,0.0
2614402,2019,66856.45,0.0,0.0
2614402,2020,12101.13,0.0,0.0
2614402,2021,13125.49,0.0,0.0
2614402,2022,1275975.69,,587804.95
2614501,2015,17324053.7,,0.0
2614501,2016,22463378.03,,4968.08
2614501,2017,15529314.17,0.0,2839.77
2614501,2018,19865294.69,,0.0
2614501,2019,6984315.25,,0.0
2614501,2020,858023.44,,0.0
2614501,2021,438452.94,0.0,0.0
2614501,2022,1419351.7,,
2614600,2015,133801.87,,0.0
2614600,2016,57365.42,,9936.17
2614600,2017,22430.15,25000.0,5679.55
2614600,2018,111846.11,,0.0
2614600,2019,237751.92,,0.0
2614600,2020,271581.7,,0.0
2614600,2021,182309.25,0.0,0.0
2614600,2022,793004.73,,
2614709,2015,22601941.32,,1425622.83
2614709,2016,17942601.38,,980212.76
2614709,2017,18607788.38,0.0,0.0
2614709,2018,3562015.74,,0.0
2614709,2019,2042426.86,,0.0
2614709,2020,1770000.77,,0.0
2614709,2021,2127830.0,0.0,0.0
2614709,2022,2513062.06,,
2614808,2015,2701574.36,,0.0
2614808,2016,237006.66,,4968.08
2614808,2017,74780.81,0.0,2839.77
2614808,2018,3139690.94,,0.0
2614808,2019,7011848.76,,0.0
2614808,2020,3107678.56,,0.0
2614808,2021,3245233.23,0.0,0.0
2614808,2022,3237839.29,,
2614857,2015,77596.75,,0.0
2614857,2016,122571.73,,0.0
2614857,2017,619008.53,0.0,0.0
2614857,2018,714465.47,,0.0
2614857,2019,1265096.52,,0.0
2614857,2020,561631.26,,0.0
2614857,2021,3012510.21,0.0,0.0
2614857,2022,2009369.89,,
2615003,2015,524625.82,390000.0,0.0
2615003,2016,1008962.98,,19872.33
2615003,2017,3591073.83,0.0,11359.09
2615003,2018,838266.66,,0.0
2615003,2019,759069.7,,0.0
2615003,2020,329851.11,89741.21,0.0
2615003,2021,400122.84,0.0,0.0
2615003,2022,1496902.77,,
2615102,2015,4014.34,,0.0
2615102,2016,4083.62,,0.0
2615102,2017,9709.35,0.0,0.0
2615102,2018,5022.43,,0.0
2615102,2019,122204.26,,0.0
2615102,2020,7433.33,,0.0
2615102,2021,9026.16,0.0,0.0
2615102,2022,60005.28,,
2615201,2015,9694.8,,0.0
2615201,2016,13825.17,196015.43,0.0
2615201,2017,2550.78,158.9,0.0
2615201,2018,14479.8,10112.0,0.0
2615201,2019,51716.19,4000.0,0.0
2615201,2020,20602.35,21000.0,0.0
2615201,2021,782305.21,0.0,0.0
2615201,2022,835949.2,300000.0,
2615300,2015,320651.11,,0.0
2615300,2016,166403.14,1390447.21,0.0
2615300,2017,85958.8,1390447.21,0.0
2615300,2018,246924.5,,0.0
2615300,2019,137826.52,,0.0
2615300,2020,249835.26,,0.0
2615300,2021,351250.51,0.0,0.0
2615300,2022,756041.46,,
2615409,2015,515772.32,,0.0
2615409,2016,685874.47,,0.0
2615409,2017,2008931.81,0.0,0.0
2615409,2018,610597.75,,0.0
2615409,2019,397196.75,,0.0
2615409,2020,531297.65,,0.0
2615409,2021,752664.45,80810.0,0.0
2615409,2022,9248400.73,80907.68,0.0
2615508,2015,11497.15,,0.0
2615508,2016,12340.11,,0.0
2615508,2017,64753.73,0.0,0.0
2615508,2018,42861.16,,0.0
2615508,2019,2451.41,,0.0
2615508,2020,18280.38,,0.0
2615508,2021,21356.1,0.0,0.0
2615508,2022,136323.19,,
2615607,2015,34116.35,,0.0
2615607,2016,55770.41,,0.0
2615607,2017,14233.92,0.0,0.0
2615607,2018,48794.52,,0.0
2615607,2019,176016.54,,0.0
2615607,2020,69188.21,0.0,0.0
2615607,2021,77323.96,0.0,0.0
2615607,2022,1522103.36,0.0,0.0
2615706,2015,63839.19,,0.0
2615706,2016,8648.99,,0.0
2615706,2017,13646.78,21000.0,0.0
2615706,2018,19660.14,,0.0
2615706,2019,74964.93,,0.0
2615706,2020,30480.78,,0.0
2615706,2021,32783.12,0.0,0.0
2615706,2022,238145.59,,
2615805,2015,1305204.01,0.0,0.0
2615805,2016,1921582.94,0.0,0.0
2615805,2017,2454543.83,0.0,0.0
2615805,2018,225052.17,,0.0
2615805,2019,5044535.98,,0.0
2615805,2020,12414574.47,,0.0
2615805,2021,5785537.12,0.0,0.0
2615805,2022,3934433.92,0.0,
2615904,2015,30403.76,,0.0
2615904,2016,20971.89,,4968.08
2615904,2017,12894.97,0.0,46663.03
2615904,2018,25026.6,,0.0
2615904,2019,7851.95,,0.0
2615904,2020,33921.27,0.0,0.0
2615904,2021,36130.81,0.0,0.0
2615904,2022,85849.32,,1018891.15
2616001,2015,8235186.58,,0.0
2616001,2016,9137814.67,0.0,9936.17
2616001,2017,11466348.4,0.0,5679.55
2616001,2018,4422644.31,0.0,0.0
2616001,2019,1760967.73,,0.0
2616001,2020,587586.75,,0.0
2616001,2021,6396653.71,0.0,0.0
2616001,2022,2463553.78,,
2616100,2015,8127.07,,0.0
2616100,2016,10095.23,,0.0
2616100,2017,1289.24,0.0,0.0
2616100,2018,13353.38,,0.0
2616100,2019,72340.05,150000.0,0.0
2616100,2020,22295.21,290000.0,0.0
2616100,2021,208691.68,295000.0,0.0
2616100,2022,1730056.99,298000.0,0.0
2616183,2015,6023.42,,0.0
2616183,2016,0.0,,4968.08
2616183,2017,4946.29,0.0,2839.77
2616183,2018,1643.1,,0.0
2616183,2019,2196.54,,0.0
2616183,2020,4068.49,,0.0
2616183,2021,7052.54,0.0,0.0
2616183,2022,494555.56,,
2616209,2015,24116.93,,0.0
2616209,2016,8283.17,,14904.25
2616209,2017,15449.2,0.0,8519.32
2616209,2018,15243.2,,0.0
2616209,2019,6969.18,,0.0
2616209,2020,29353.97,,0.0
2616209,2021,34539.3,0.0,0.0
2616209,2022,1335150.8,,
2616308,2015,750879.79,,0.0
2616308,2016,1931214.98,,0.0
2616308,2017,198962.23,0.0,0.0
2616308,2018,3944442.39,,0.0
2616308,2019,84449.66,,0.0
2616308,2020,42844.07,,0.0
2616308,2021,49386.92,0.0,0.0
2616308,2022,247358.74,,
2616407,2015,1010151.85,,1655722.59
2616407,2016,348900.07,,0.0
2616407,2017,383576.55,0.0,0.0
2616407,2018,1533473.64,,0.0
2616407,2019,748735.6,,0.0
2616407,2020,508003.85,,0.0
2616407,2021,1537320.91,0.0,0.0
2616407,2022,10754588.24,,
2616506,2015,0.0,0.0,0.0
2616506,2016,0.0,0.0,0.0
2616506,2017,0.0,0.0,0.0
2616506,2018,0.0,0.0,0.0
2616506,2019,0.0,0.0,0.0
2616506,2020,0.0,0.0,0.0
2616506,2021,0.0,0.0,0.0
2616506,2022,0.0,107216.25,0.0
